Title20,Title,Country,SCIE,SSCI,AHCI,ESCI
EUR J ARCHAEOL,EUROPEAN JOURNAL OF ARCHAEOLOGY,ENGLAND,,,X,
EUR J BREAST HEALTH,EUROPEAN JOURNAL OF BREAST HEALTH,TURKIYE,,,,X
EUR J CANCER,EUROPEAN JOURNAL OF CANCER,ENGLAND,X,,,
EUR J CANCER CARE,EUROPEAN JOURNAL OF CANCER CARE,ENGLAND,X,X,,
EUR J CANCER PREV,EUROPEAN JOURNAL OF CANCER PREVENTION,UNITED STATES,X,,,
EUR J CARDIO-THORAC,EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY,NETHERLANDS,X,,,
EUR J CARDIOVASC NUR,EUROPEAN JOURNAL OF CARDIOVASCULAR NURSING,ENGLAND,X,X,,
EUR J CELL BIOL,EUROPEAN JOURNAL OF CELL BIOLOGY,GERMANY,X,,,
EUR J CLIN INVEST,EUROPEAN JOURNAL OF CLINICAL INVESTIGATION,GERMANY,X,,,
EUR J CLIN MICROBIOL,EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES,GERMANY,X,,,
EUR J CLIN NUTR,EUROPEAN JOURNAL OF CLINICAL NUTRITION,ENGLAND,X,,,
EUR J CLIN PHARMACOL,EUROPEAN JOURNAL OF CLINICAL PHARMACOLOGY,GERMANY,X,,,
EUR J COMBIN,EUROPEAN JOURNAL OF COMBINATORICS,ENGLAND,X,,,
EUR J COMMUN,EUROPEAN JOURNAL OF COMMUNICATION,ENGLAND,,X,,
EUR J COMP ECON,EUROPEAN JOURNAL OF COMPARATIVE ECONOMICS,ITALY,,,,X
EUR J COMP LAW GOV,EUROPEAN JOURNAL OF COMPARATIVE LAW AND GOVERNANCE,NETHERLANDS,,,,X
EUR J COMPUT MECH,EUROPEAN JOURNAL OF COMPUTATIONAL MECHANICS,ENGLAND,,,,X
EUR J CONTEMP EDUC,EUROPEAN JOURNAL OF CONTEMPORARY EDUCATION,RUSSIA,,,,X
EUR J CONTRACEP REPR,EUROPEAN JOURNAL OF CONTRACEPTION AND REPRODUCTIVE HEALTH CARE,ENGLAND,X,,,
EUR J CONTROL,EUROPEAN JOURNAL OF CONTROL,FRANCE,X,,,
EUR J CRIM POLICY RE,EUROPEAN JOURNAL ON CRIMINAL POLICY AND RESEARCH,NETHERLANDS,,X,,
EUR J CRIME CRIM LAW,EUROPEAN JOURNAL OF CRIME CRIMINAL LAW AND CRIMINAL JUSTICE,NETHERLANDS,,,,X
EUR J CRIMINOL,EUROPEAN JOURNAL OF CRIMINOLOGY,ENGLAND,,X,,
EUR J CULT MANAG POL,EUROPEAN JOURNAL OF CULTURAL MANAGEMENT AND POLICY,BELGIUM,,,,X
EUR J CULT STUD,EUROPEAN JOURNAL OF CULTURAL STUDIES,UNITED STATES,,X,X,
EUR J DENT,EUROPEAN JOURNAL OF DENTISTRY,TURKIYE,,,,X
EUR J DENT EDUC,EUROPEAN JOURNAL OF DENTAL EDUCATION,DENMARK,X,,,
EUR J DERMATOL,EUROPEAN JOURNAL OF DERMATOLOGY,FRANCE,X,,,
EUR J DEV PSYCHOL,EUROPEAN JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,ENGLAND,,X,,
EUR J DEV RES,EUROPEAN JOURNAL OF DEVELOPMENT RESEARCH,ENGLAND,,X,,
EUR J DRUG METAB PH,EUROPEAN JOURNAL OF DRUG METABOLISM AND PHARMACOKINETICS,FRANCE,X,,,
EUR J E ASIAN STUD,EUROPEAN JOURNAL OF EAST ASIAN STUDIES,NETHERLANDS,,,,X
EUR J ECON ECON POLI,EUROPEAN JOURNAL OF ECONOMICS AND ECONOMIC POLICIES-INTERVENTION,ENGLAND,,,,X
EUR J EDUC,EUROPEAN JOURNAL OF EDUCATION,ENGLAND,,X,,
EUR J EDUC PSYCHOL,EUROPEAN JOURNAL OF EDUCATION AND PSYCHOLOGY,SPAIN,,,,X
EUR J EMERG MED,EUROPEAN JOURNAL OF EMERGENCY MEDICINE,UNITED STATES,X,,,
EUR J ENDOCRINOL,EUROPEAN JOURNAL OF ENDOCRINOLOGY,ENGLAND,X,,,
EUR J ENG EDUC,EUROPEAN JOURNAL OF ENGINEERING EDUCATION,ENGLAND,,,,X
EUR J ENGL STUD,EUROPEAN JOURNAL OF ENGLISH STUDIES,ENGLAND,,X,X,
EUR J ENTOMOL,EUROPEAN JOURNAL OF ENTOMOLOGY,CZECH REPUBLIC,X,,,
EUR J ENVIRON CIV EN,EUROPEAN JOURNAL OF ENVIRONMENTAL AND CIVIL ENGINEERING,FRANCE,X,,,
EUR J ENVIRON SCI,EUROPEAN JOURNAL OF ENVIRONMENTAL SCIENCES,CZECH REPUBLIC,,,,X
EUR J EPIDEMIOL,EUROPEAN JOURNAL OF EPIDEMIOLOGY,NETHERLANDS,X,,,
EUR J FAM BUS,EUROPEAN JOURNAL OF FAMILY BUSINESS,SPAIN,,,,X
EUR J FINANC,EUROPEAN JOURNAL OF FINANCE,ENGLAND,,X,,
EUR J FOREST RES,EUROPEAN JOURNAL OF FOREST RESEARCH,GERMANY,X,,,
EUR J FUTURES RES,EUROPEAN JOURNAL OF FUTURES RESEARCH,GERMANY,,X,,
EUR J GASTROEN HEPAT,EUROPEAN JOURNAL OF GASTROENTEROLOGY & HEPATOLOGY,UNITED STATES,X,,,
EUR J GEN PRACT,EUROPEAN JOURNAL OF GENERAL PRACTICE,ENGLAND,X,,,
EUR J GERIATR GERONT,EUROPEAN JOURNAL OF GERIATRICS AND GERONTOLOGY,TURKIYE,,,,X
EUR J GYNAECOL ONCOL,EUROPEAN JOURNAL OF GYNAECOLOGICAL ONCOLOGY,SINGAPORE,X,,,
EUR J HAEMATOL,EUROPEAN JOURNAL OF HAEMATOLOGY,DENMARK,X,,,
EUR J HEALTH ECON,EUROPEAN JOURNAL OF HEALTH ECONOMICS,GERMANY,,X,,
EUR J HEALTH LAW,EUROPEAN JOURNAL OF HEALTH LAW,NETHERLANDS,,,,X
EUR J HEALTH PSYCHOL,EUROPEAN JOURNAL OF HEALTH PSYCHOLOGY,UNITED STATES,,X,,
EUR J HEART FAIL,EUROPEAN JOURNAL OF HEART FAILURE,NETHERLANDS,X,,,
EUR J HIGH EDUC,EUROPEAN JOURNAL OF HIGHER EDUCATION,ENGLAND,,,,X
EUR J HIST ECON THOU,EUROPEAN JOURNAL OF THE HISTORY OF ECONOMIC THOUGHT,ENGLAND,,X,,
EUR J HISTOCHEM,EUROPEAN JOURNAL OF HISTOCHEMISTRY,ITALY,X,,,
EUR J HORTIC SCI,EUROPEAN JOURNAL OF HORTICULTURAL SCIENCE,GERMANY,X,,,
EUR J HOSP PHARM,EUROPEAN JOURNAL OF HOSPITAL PHARMACY,ENGLAND,X,,,
EUR J HUM GENET,EUROPEAN JOURNAL OF HUMAN GENETICS,ENGLAND,X,,,
EUR J HUM MOV,EUROPEAN JOURNAL OF HUMAN MOVEMENT,SPAIN,,,,X
EUR J HYBRID IMAG,EUROPEAN JOURNAL OF HYBRID IMAGING,GERMANY,,,,X
EUR J IMMUNOL,EUROPEAN JOURNAL OF IMMUNOLOGY,UNITED STATES,X,,,
EUR J IND ENG,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,ENGLAND,X,,,
EUR J IND RELAT,EUROPEAN JOURNAL OF INDUSTRIAL RELATIONS,ENGLAND,,X,,
EUR J INFLAMM,EUROPEAN JOURNAL OF INFLAMMATION,ITALY,X,,,
EUR J INFORM SYST,EUROPEAN JOURNAL OF INFORMATION SYSTEMS,ENGLAND,X,X,,
EUR J INNOV MANAG,EUROPEAN JOURNAL OF INNOVATION MANAGEMENT,ENGLAND,,X,,
EUR J INORG CHEM,EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,GERMANY,X,,,
EUR J INT LAW,EUROPEAN JOURNAL OF INTERNATIONAL LAW,UNITED STATES,,X,,
EUR J INT MANAG,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,ENGLAND,,X,,
EUR J INT RELAT,EUROPEAN JOURNAL OF INTERNATIONAL RELATIONS,ENGLAND,,X,,
EUR J INT SECUR,EUROPEAN JOURNAL OF INTERNATIONAL SECURITY,ENGLAND,,,,X
EUR J INTEGR MED,EUROPEAN JOURNAL OF INTEGRATIVE MEDICINE,GERMANY,X,,,
EUR J INTERN MED,EUROPEAN JOURNAL OF INTERNAL MEDICINE,NETHERLANDS,X,,,
EUR J INVEST HEALTH,EUROPEAN JOURNAL OF INVESTIGATION IN HEALTH PSYCHOLOGY AND EDUCATION,SWITZERLAND,,,,X
EUR J JEW STUD,EUROPEAN JOURNAL OF JEWISH STUDIES,NETHERLANDS,,,X,
EUR J KOREAN STUD,EUROPEAN JOURNAL OF KOREAN STUDIES,ENGLAND,,,,X
EUR J LAW ECON,EUROPEAN JOURNAL OF LAW AND ECONOMICS,NETHERLANDS,,X,,
EUR J LEG STUD,EUROPEAN JOURNAL OF LEGAL STUDIES,ITALY,,,,X
EUR J LIPID SCI TECH,EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY,GERMANY,X,,,
EUR J MANAG BUS ECON,EUROPEAN JOURNAL OF MANAGEMENT AND BUSINESS ECONOMICS,SPAIN,,,,X
EUR J MARKETING,EUROPEAN JOURNAL OF MARKETING,ENGLAND,,X,,
EUR J MASS SPECTROM,EUROPEAN JOURNAL OF MASS SPECTROMETRY,ENGLAND,X,,,
EUR J MATH,EUROPEAN JOURNAL OF MATHEMATICS,GERMANY,,,,X
EUR J MECH A-SOLID,EUROPEAN JOURNAL OF MECHANICS A-SOLIDS,NETHERLANDS,X,,,
EUR J MECH B-FLUID,EUROPEAN JOURNAL OF MECHANICS B-FLUIDS,NETHERLANDS,X,,,
EUR J MED CHEM,EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,FRANCE,X,,,
EUR J MED CHEM REP,EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY REPORTS,FRANCE,,,,X
EUR J MED GENET,EUROPEAN JOURNAL OF MEDICAL GENETICS,NETHERLANDS,X,,,
EUR J MED PHOTOGR,EUROPEAN JOURNAL OF MEDIA ART AND PHOTOGRAPHY,SLOVAKIA,,,,X
EUR J MED RES,EUROPEAN JOURNAL OF MEDICAL RESEARCH,GERMANY,X,,,
EUR J MENT HEALTH,EUROPEAN JOURNAL OF MENTAL HEALTH,HUNGARY,,,,X
EUR J MICROBIOL IMMU,EUROPEAN JOURNAL OF MICROBIOLOGY AND IMMUNOLOGY,HUNGARY,,,,X
EUR J MIDWIFERY,EUROPEAN JOURNAL OF MIDWIFERY,GREECE,,,,X
EUR J MIGR LAW,EUROPEAN JOURNAL OF MIGRATION AND LAW,ENGLAND,,X,,
EUR J MINERAL,EUROPEAN JOURNAL OF MINERALOGY,GERMANY,X,,,
EUR J NEUROL,EUROPEAN JOURNAL OF NEUROLOGY,ENGLAND,X,,,
EUR J NEUROSCI,EUROPEAN JOURNAL OF NEUROSCIENCE,ENGLAND,X,,,
EUR J NUCL MED MOL I,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,GERMANY,X,,,
EUR J NUTR,EUROPEAN JOURNAL OF NUTRITION,GERMANY,X,,,
EUR J OBST GYN R B-X,EUROPEAN JOURNAL OF OBSTETRICS & GYNECOLOGY AND REPRODUCTIVE BIOLOGY-X,NETHERLANDS,,,,X
EUR J OBSTET GYN R B,EUROPEAN JOURNAL OF OBSTETRICS & GYNECOLOGY AND REPRODUCTIVE BIOLOGY,NETHERLANDS,X,,,
EUR J ONCOL NURS,EUROPEAN JOURNAL OF ONCOLOGY NURSING,UNITED STATES,X,X,,
EUR J OPER RES,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,NETHERLANDS,X,,,
EUR J OPHTHALMOL,EUROPEAN JOURNAL OF OPHTHALMOLOGY,ENGLAND,X,,,
EUR J ORAL SCI,EUROPEAN JOURNAL OF ORAL SCIENCES,DENMARK,X,,,
EUR J ORG CHEM,EUROPEAN JOURNAL OF ORGANIC CHEMISTRY,GERMANY,X,,,
EUR J ORTHODONT,EUROPEAN JOURNAL OF ORTHODONTICS,ENGLAND,X,,,
EUR J ORTHOP SURG TR,EUROPEAN JOURNAL OF ORTHOPAEDIC SURGERY AND TRAUMATOLOGY,FRANCE,,,,X
EUR J PAEDIATR DENT,EUROPEAN JOURNAL OF PAEDIATRIC DENTISTRY,ITALY,X,,,
EUR J PAEDIATR NEURO,EUROPEAN JOURNAL OF PAEDIATRIC NEUROLOGY,ENGLAND,X,,,
EUR J PAIN,EUROPEAN JOURNAL OF PAIN,ENGLAND,X,,,
EUR J PEDIATR,EUROPEAN JOURNAL OF PEDIATRICS,GERMANY,X,,,
EUR J PEDIATR SURG,EUROPEAN JOURNAL OF PEDIATRIC SURGERY,GERMANY,X,,,
EUR J PEDIATR SURG R,EUROPEAN JOURNAL OF PEDIATRIC SURGERY REPORTS,GERMANY,,,,X
EUR J PERSONALITY,EUROPEAN JOURNAL OF PERSONALITY,ENGLAND,,X,,
EUR J PHARM BIOPHARM,EUROPEAN JOURNAL OF PHARMACEUTICS AND BIOPHARMACEUTICS,NETHERLANDS,X,,,
EUR J PHARM SCI,EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES,NETHERLANDS,X,,,
EUR J PHARMACOL,EUROPEAN JOURNAL OF PHARMACOLOGY,NETHERLANDS,X,,,
EUR J PHILOS,EUROPEAN JOURNAL OF PHILOSOPHY,ENGLAND,,,X,
EUR J PHILOS SCI,EUROPEAN JOURNAL FOR PHILOSOPHY OF SCIENCE,SPAIN,X,,X,
EUR J PHYCOL,EUROPEAN JOURNAL OF PHYCOLOGY,ENGLAND,X,,,
EUR J PHYS,EUROPEAN JOURNAL OF PHYSICS,ENGLAND,X,,,
EUR J PHYS REHAB MED,EUROPEAN JOURNAL OF PHYSICAL AND REHABILITATION MEDICINE,ITALY,X,,,
EUR J PHYSIOTHER,EUROPEAN JOURNAL OF PHYSIOTHERAPY,ENGLAND,,,,X
EUR J PLANT PATHOL,EUROPEAN JOURNAL OF PLANT PATHOLOGY,NETHERLANDS,X,,,
EUR J PLAST SURG,EUROPEAN JOURNAL OF PLASTIC SURGERY,GERMANY,,,,X
EUR J POLIT ECON,EUROPEAN JOURNAL OF POLITICAL ECONOMY,NETHERLANDS,,X,,
EUR J POLIT GENDER,EUROPEAN JOURNAL OF POLITICS AND GENDER,ENGLAND,,,,X
EUR J POLIT RES,EUROPEAN JOURNAL OF POLITICAL RESEARCH,ENGLAND,,X,,
EUR J POLIT THEORY,EUROPEAN JOURNAL OF POLITICAL THEORY,ENGLAND,,,,X
EUR J POPUL,EUROPEAN JOURNAL OF POPULATION-REVUE EUROPEENNE DE DEMOGRAPHIE,NETHERLANDS,,X,,
EUR J PRAGMAT AM PHI,EUROPEAN JOURNAL OF PRAGMATISM AND AMERICAN PHILOSOPHY,ITALY,,,,X
EUR J PREV CARDIOL,EUROPEAN JOURNAL OF PREVENTIVE CARDIOLOGY,ENGLAND,X,,,
EUR J PROBAT,EUROPEAN JOURNAL OF PROBATION,ENGLAND,,,,X
EUR J PROSTHODONT RE,EUROPEAN JOURNAL OF PROSTHODONTICS AND RESTORATIVE DENTISTRY,ENGLAND,,,,X
EUR J PROTISTOL,EUROPEAN JOURNAL OF PROTISTOLOGY,GERMANY,X,,,
EUR J PSYCHIAT,EUROPEAN JOURNAL OF PSYCHIATRY,SPAIN,,X,,
EUR J PSYCHOL,EUROPES JOURNAL OF PSYCHOLOGY,GERMANY,,,,X
EUR J PSYCHOL APPL L,EUROPEAN JOURNAL OF PSYCHOLOGY APPLIED TO LEGAL CONTEXT,SPAIN,,X,,
EUR J PSYCHOL ASSESS,EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT,GERMANY,,X,,
EUR J PSYCHOL EDUC,EUROPEAN JOURNAL OF PSYCHOLOGY OF EDUCATION,PORTUGAL,,X,,
EUR J PSYCHOL OPEN,EUROPEAN JOURNAL OF PSYCHOLOGY OPEN,SWITZERLAND,,X,,
EUR J PSYCHOTHER COU,EUROPEAN JOURNAL OF PSYCHOTHERAPY & COUNSELLING,ENGLAND,,,,X
EUR J PSYCHOTRAUMATO,EUROPEAN JOURNAL OF PSYCHOTRAUMATOLOGY,ENGLAND,,X,,
EUR J PUBLIC HEALTH,EUROPEAN JOURNAL OF PUBLIC HEALTH,ENGLAND,X,X,,
EUR J PURE APPL MATH,EUROPEAN JOURNAL OF PURE AND APPLIED MATHEMATICS,UNITED STATES,,,,X
EUR J RADIOL,EUROPEAN JOURNAL OF RADIOLOGY,IRELAND,X,,,
EUR J RADIOL OPEN,EUROPEAN JOURNAL OF RADIOLOGY OPEN,NETHERLANDS,,,,X
EUR J REMOTE SENS,EUROPEAN JOURNAL OF REMOTE SENSING,ENGLAND,X,,,
EUR J RES EDUC LEARN,EUROPEAN JOURNAL FOR RESEARCH ON THE EDUCATION AND LEARNING OF ADULTS,SWEDEN,,,,X
EUR J RHEUMATOL,EUROPEAN JOURNAL OF RHEUMATOLOGY,TURKIYE,,,,X
EUR J RISK REGUL,EUROPEAN JOURNAL OF RISK REGULATION,GERMANY,,,,X
EUR J SCAND STUD,EUROPEAN JOURNAL OF SCANDINAVIAN STUDIES,GERMANY,,,X,
EUR J SCI THEOL,EUROPEAN JOURNAL OF SCIENCE AND THEOLOGY,ROMANIA,,,,X
EUR J SOC PSYCHOL,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,NETHERLANDS,,X,,
EUR J SOC SECUR,EUROPEAN JOURNAL OF SOCIAL SECURITY,BELGIUM,,,,X
EUR J SOC THEORY,EUROPEAN JOURNAL OF SOCIAL THEORY,UNITED STATES,,X,,
EUR J SOC WORK,EUROPEAN JOURNAL OF SOCIAL WORK,ENGLAND,,X,,
EUR J SOCIOL,EUROPEAN JOURNAL OF SOCIOLOGY-ARCHIVES EUROPEENNES DE SOCIOLOGIE,FRANCE,,X,,
EUR J SOIL BIOL,EUROPEAN JOURNAL OF SOIL BIOLOGY,FRANCE,X,,,
EUR J SOIL SCI,EUROPEAN JOURNAL OF SOIL SCIENCE,ENGLAND,X,,,
EUR J SPEC NEEDS EDU,EUROPEAN JOURNAL OF SPECIAL NEEDS EDUCATION,ENGLAND,,X,,
EUR J SPORT SCI,EUROPEAN JOURNAL OF SPORT SCIENCE,ENGLAND,X,,,
EUR J SPORT SOC,EUROPEAN JOURNAL FOR SPORT AND SOCIETY,ENGLAND,,,,X
EUR J SUSTAIN DEV,EUROPEAN JOURNAL OF SUSTAINABLE DEVELOPMENT,ITALY,,,,X
EUR J TAXON,EUROPEAN JOURNAL OF TAXONOMY,FRANCE,X,,,
EUR J TEACH EDUC,EUROPEAN JOURNAL OF TEACHER EDUCATION,ENGLAND,,X,,
EUR J THER-ISTANBUL,EUROPEAN JOURNAL OF THERAPEUTICS,TURKIYE,,,,X
EUR J TOUR HOSP RECR,EUROPEAN JOURNAL OF TOURISM HOSPITALITY AND RECREATION,PORTUGAL,,,,X
EUR J TOUR RES,EUROPEAN JOURNAL OF TOURISM RESEARCH,BULGARIA,,,,X
EUR J TRAIN DEV,EUROPEAN JOURNAL OF TRAINING AND DEVELOPMENT,ENGLAND,,,,X
EUR J TRANSFORM STUD,EUROPEAN JOURNAL OF TRANSFORMATION STUDIES,REP OF GEORGIA,,,,X
EUR J TRANSL MYOL,EUROPEAN JOURNAL OF TRANSLATIONAL MYOLOGY,ITALY,,,,X
EUR J TRANSP INFRAST,EUROPEAN JOURNAL OF TRANSPORT AND INFRASTRUCTURE RESEARCH,NETHERLANDS,,X,,
EUR J TRAUMA DISSOC,EUROPEAN JOURNAL OF TRAUMA & DISSOCIATION,FRANCE,,,,X
EUR J TRAUMA EMERG S,EUROPEAN JOURNAL OF TRAUMA AND EMERGENCY SURGERY,GERMANY,X,,,
EUR J VASC ENDOVASC,EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY,ENGLAND,X,,,
EUR J WILDLIFE RES,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,GERMANY,X,,,
EUR J WOMENS STUD,EUROPEAN JOURNAL OF WOMENS STUDIES,ENGLAND,,X,,
EUR J WOOD WOOD PROD,EUROPEAN JOURNAL OF WOOD AND WOOD PRODUCTS,GERMANY,X,,,
EUR J WORK ORGAN PSY,EUROPEAN JOURNAL OF WORK AND ORGANIZATIONAL PSYCHOLOGY,ENGLAND,,X,,
EUR JUD,EUROPEAN JUDAISM-A JOURNAL FOR THE NEW EUROPE,ENGLAND,,,,X
EUR LABOUR LAW J,EUROPEAN LABOUR LAW JOURNAL,ENGLAND,,,,X
EUR LAW J,EUROPEAN LAW JOURNAL,ENGLAND,,X,,
EUR LAW REV,EUROPEAN LAW REVIEW,ENGLAND,,X,,
EUR LEG,EUROPEAN LEGACY-TOWARD NEW PARADIGMS,ENGLAND,,,X,
EUR MANAG J,EUROPEAN MANAGEMENT JOURNAL,ENGLAND,,X,,
EUR MANAG REV,EUROPEAN MANAGEMENT REVIEW,ENGLAND,,X,,
EUR MANAGE STUD,EUROPEAN MANAGEMENT STUDIES,POLAND,,,,X
EUR NEUROL,EUROPEAN NEUROLOGY,SWITZERLAND,X,,,
EUR NEUROPSYCHOPHARM,EUROPEAN NEUROPSYCHOPHARMACOLOGY,NETHERLANDS,X,,,
EUR ORAL RES,EUROPEAN ORAL RESEARCH,TURKIYE,,,,X
EUR PHYS EDUC REV,EUROPEAN PHYSICAL EDUCATION REVIEW,ENGLAND,,X,,
EUR PHYS J A,EUROPEAN PHYSICAL JOURNAL A,GERMANY,X,,,
EUR PHYS J B,EUROPEAN PHYSICAL JOURNAL B,GERMANY,X,,,
EUR PHYS J C,EUROPEAN PHYSICAL JOURNAL C,GERMANY,X,,,
EUR PHYS J D,EUROPEAN PHYSICAL JOURNAL D,GERMANY,X,,,
EUR PHYS J E,EUROPEAN PHYSICAL JOURNAL E,FRANCE,X,,,
EUR PHYS J H,EUROPEAN PHYSICAL JOURNAL H,GERMANY,X,,,
EUR PHYS J PLUS,EUROPEAN PHYSICAL JOURNAL PLUS,ITALY,X,,,
EUR PHYS J-APPL PHYS,EUROPEAN PHYSICAL JOURNAL-APPLIED PHYSICS,FRANCE,X,,,
EUR PHYS J-SPEC TOP,EUROPEAN PHYSICAL JOURNAL-SPECIAL TOPICS,FRANCE,X,,,
EUR PLAN STUD,EUROPEAN PLANNING STUDIES,ENGLAND,,X,,
EUR POLICY ANAL,EUROPEAN POLICY ANALYSIS,UNITED STATES,,,,X
EUR POLIT SCI,EUROPEAN POLITICAL SCIENCE,ENGLAND,,X,,
EUR POLIT SCI REV,EUROPEAN POLITICAL SCIENCE REVIEW,ENGLAND,,X,,
EUR POLYM J,EUROPEAN POLYMER JOURNAL,ENGLAND,X,,,
EUR POULTRY SCI,EUROPEAN POULTRY SCIENCE,GERMANY,X,,,
EUR PSYCHIAT,EUROPEAN PSYCHIATRY,ENGLAND,X,X,,
EUR PSYCHOL,EUROPEAN PSYCHOLOGIST,GERMANY,,X,,
EUR PUBLIC LAW,EUROPEAN PUBLIC LAW,NETHERLANDS,,,,X
EUR RADIOL,EUROPEAN RADIOLOGY,GERMANY,X,,,
EUR RADIOL EXP,EUROPEAN RADIOLOGY EXPERIMENTAL,AUSTRIA,,,,X
EUR RES MANAG BUS EC,EUROPEAN RESEARCH ON MANAGEMENT AND BUSINESS ECONOMICS,SPAIN,,X,,
EUR RESPIR J,EUROPEAN RESPIRATORY JOURNAL,ENGLAND,X,,,
EUR RESPIR REV,EUROPEAN RESPIRATORY REVIEW,ENGLAND,X,,,
EUR REV,EUROPEAN REVIEW,ENGLAND,,X,,
EUR REV AGING PHYS A,EUROPEAN REVIEW OF AGING AND PHYSICAL ACTIVITY,GERMANY,X,,,
EUR REV AGRIC ECON,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,ENGLAND,X,X,,
EUR REV APPL PSYCHOL,EUROPEAN REVIEW OF APPLIED PSYCHOLOGY-REVUE EUROPEENNE DE PSYCHOLOGIE APPLIQUEE,ENGLAND,,X,,
EUR REV ECON HIST,EUROPEAN REVIEW OF ECONOMIC HISTORY,ENGLAND,,X,,
EUR REV HIST,EUROPEAN REVIEW OF HISTORY-REVUE EUROPEENNE D HISTOIRE,ENGLAND,,,X,
EUR REV INT STUD,EUROPEAN REVIEW OF INTERNATIONAL STUDIES,NETHERLANDS,,,,X
EUR REV PRIV LAW,EUROPEAN REVIEW OF PRIVATE LAW,NETHERLANDS,,,,X
EUR REV SOC PSYCHOL,EUROPEAN REVIEW OF SOCIAL PSYCHOLOGY,ENGLAND,,X,,
EUR ROMANT REV,EUROPEAN ROMANTIC REVIEW,ENGLAND,,,,X
EUR SECUR,EUROPEAN SECURITY,ENGLAND,,X,,
EUR SOC,EUROPEAN SOCIETIES,ENGLAND,,X,,
EUR SOCIOL REV,EUROPEAN SOCIOLOGICAL REVIEW,ENGLAND,,X,,
EUR SPAT RES POLICY,EUROPEAN SPATIAL RESEARCH AND POLICY,POLAND,,,,X
EUR SPINE J,EUROPEAN SPINE JOURNAL,UNITED STATES,X,,,
EUR SPORT MANAG Q,EUROPEAN SPORT MANAGEMENT QUARTERLY,ENGLAND,,X,,
EUR STROKE J,EUROPEAN STROKE JOURNAL,ENGLAND,X,,,
EUR SURG,EUROPEAN SURGERY-ACTA CHIRURGICA AUSTRIACA,AUSTRIA,X,,,
EUR SURG RES,EUROPEAN SURGICAL RESEARCH,SWITZERLAND,X,,,
EUR THYROID J,EUROPEAN THYROID JOURNAL,SWITZERLAND,X,,,
EUR TRANSP,EUROPEAN TRANSPORT-TRASPORTI EUROPEI,ITALY,,,,X
EUR TRANSP RES REV,EUROPEAN TRANSPORT RESEARCH REVIEW,GERMANY,X,X,,
EUR UNION POLIT,EUROPEAN UNION POLITICS,ENGLAND,,X,,
EUR URBAN REG STUD,EUROPEAN URBAN AND REGIONAL STUDIES,UNITED STATES,,X,,
EUR UROL,EUROPEAN UROLOGY,NETHERLANDS,X,,,
EUR UROL FOCUS,EUROPEAN UROLOGY FOCUS,NETHERLANDS,X,,,
EUR UROL ONCOL,EUROPEAN UROLOGY ONCOLOGY,ENGLAND,X,,,
EUR UROL OPEN SCI,EUROPEAN UROLOGY OPEN SCIENCE,NETHERLANDS,X,,,
EUR ZOOL J,EUROPEAN ZOOLOGICAL JOURNAL,ITALY,X,,,
EURAMERICA,EURAMERICA,TAIWAN,,,,X
EURASIAN BUS REV,EURASIAN BUSINESS REVIEW,GERMANY,,X,,
EURASIAN CHEM-TECHNO,EURASIAN CHEMICO-TECHNOLOGICAL JOURNAL,KAZAKHSTAN,,,,X
EURASIAN ECON REV,EURASIAN ECONOMIC REVIEW,GERMANY,,,,X
EURASIAN GEOGR ECON,EURASIAN GEOGRAPHY AND ECONOMICS,UNITED STATES,,X,,
EURASIAN J CHEM,EURASIAN JOURNAL OF CHEMISTRY,KAZAKHSTAN,,,,X
EURASIAN J EMERG MED,EURASIAN JOURNAL OF EMERGENCY MEDICINE,TURKIYE,,,,X
EURASIAN J MATH COMP,EURASIAN JOURNAL OF MATHEMATICAL AND COMPUTER APPLICATIONS,KAZAKHSTAN,,,,X
EURASIAN J MED,EURASIAN JOURNAL OF MEDICINE,TURKIYE,,,,X
EURASIAN J MED ONCOL,EURASIAN JOURNAL OF MEDICINE AND ONCOLOGY,TURKIYE,,,,X
EURASIAN J PULMONOL,EURASIAN JOURNAL OF PULMONOLOGY,TURKIYE,,,,X
EURASIAN MATH J,EURASIAN MATHEMATICAL JOURNAL,KAZAKHSTAN,,,,X
EURASIAN MIN,EURASIAN MINING,RUSSIA,,,,X
EURASIAN SOIL SCI+,EURASIAN SOIL SCIENCE,RUSSIA,X,,,
