title,url,issn,eissn,publisher,language,country,oa_type,positioning,partition,source,source_url,page,fetched_at
GENOMICS,https://www.oaj.com.cn/Journal/genomics,0888-7543,1089-8646,Elsevier,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,31,2026-05-21T07:21:51+00:00
GENOMICS PROTEOMICS & BIOINFORMATICS,https://www.oaj.com.cn/Journal/genomics-proteomics-bioinformatics,1672-0229,2210-3244,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,31,2026-05-21T07:21:51+00:00
GEODERMA,https://www.oaj.com.cn/Journal/geoderma,0016-7061,1872-6259,Elsevier,Multi-Language,Netherlands,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,31,2026-05-21T07:21:51+00:00
GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS,https://www.oaj.com.cn/Journal/geochemistry-geophysics-geosystems,,1525-2027,Wiley,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,31,2026-05-21T07:21:51+00:00
GEOPHYSICAL RESEARCH LETTERS,https://www.oaj.com.cn/Journal/geophysical-research-letters,0094-8276,1944-8007,Wiley,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,31,2026-05-21T07:21:51+00:00
GEOHEALTH,https://www.oaj.com.cn/Journal/geohealth,,2471-1403,Wiley,English,USA,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,31,2026-05-21T07:21:51+00:00
GEO-SPATIAL INFORMATION SCIENCE,https://www.oaj.com.cn/Journal/geo-spatial-information-science,,1993-5153,Taylor & Francis,English,United Kingdom,,,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,31,2026-05-21T07:21:51+00:00
GREEN ENERGY & ENVIRONMENT,https://www.oaj.com.cn/Journal/green-energy-environment,2096-2797,2468-0257,"KeAi Communications Co., Ltd.",English,China,钻石OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,32,2026-05-21T07:21:51+00:00
GLOBALIZATION AND HEALTH,https://www.oaj.com.cn/Journal/globalization-and-health,,1744-8603,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,32,2026-05-21T07:21:51+00:00
GOVERNMENT AND OPPOSITION,https://www.oaj.com.cn/Journal/government-and-opposition,0017-257X,1477-7053,Cambridge University Press,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,32,2026-05-21T07:21:51+00:00
GLOBAL ECOLOGY AND CONSERVATION,https://www.oaj.com.cn/Journal/global-ecology-and-conservation,2351-9894,2351-9894,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,32,2026-05-21T07:21:51+00:00
GRAPHICAL MODELS,https://www.oaj.com.cn/Journal/graphical-models,,1524-0711,Elsevier,English,USA,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,32,2026-05-21T07:21:51+00:00
GLOBAL CHANGE BIOLOGY BIOENERGY/GCB BIOENERGY,https://www.oaj.com.cn/Journal/global-change-biology-bioenergy-gcb-bioenergy,2766-8479,1757-1707,Wiley,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,32,2026-05-21T07:21:51+00:00
GREEN CHEMISTRY LETTERS AND REVIEWS,https://www.oaj.com.cn/Journal/green-chemistry-letters-and-reviews,,1751-7192,Taylor & Francis,English,United Kingdom,,,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,32,2026-05-21T07:21:51+00:00
GM CROPS & FOOD,https://www.oaj.com.cn/Journal/gm-crops-food,,2164-5701,Taylor & Francis,English,United Kingdom,,,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,32,2026-05-21T07:21:51+00:00
GISCIENCE & REMOTE SENSING,https://www.oaj.com.cn/Journal/giscience-remote-sensing,,1943-7226,Taylor & Francis,English,United Kingdom,,,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,32,2026-05-21T07:21:51+00:00
German Law Journal,https://www.oaj.com.cn/Journal/german-law-journal,,2071-8322,Cambridge University Press,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,32,2026-05-21T07:21:51+00:00
HEPATOBILIARY SURGERY AND NUTRITION,https://www.oaj.com.cn/Journal/hepatobiliary-surgery-and-nutrition,,2304-389X,AME Publishing Company,English,"Hong Kong, China",,,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,33,2026-05-21T07:21:51+00:00
HEALTH RESEARCH POLICY AND SYSTEMS,https://www.oaj.com.cn/Journal/health-research-policy-and-systems,,1478-4505,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,33,2026-05-21T07:21:51+00:00
HEALTH AND QUALITY OF LIFE OUTCOMES,https://www.oaj.com.cn/Journal/health-and-quality-of-life-outcomes,,1477-7525,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,33,2026-05-21T07:21:51+00:00
HARM REDUCTION JOURNAL,https://www.oaj.com.cn/Journal/harm-reduction-journal,,1477-7517,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,33,2026-05-21T07:21:51+00:00
HEAD & FACE MEDICINE,https://www.oaj.com.cn/Journal/head-face-medicine,,1746-160X,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,33,2026-05-21T07:21:51+00:00
GUT PATHOGENS,https://www.oaj.com.cn/Journal/gut-pathogens,,1757-4749,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,33,2026-05-21T07:21:51+00:00
HIGH POWER LASER SCIENCE AND ENGINEERING,https://www.oaj.com.cn/Journal/high-power-laser-science-and-engineering,2095-4719,2052-3289,Cambridge University Press,English,China,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,33,2026-05-21T07:21:51+00:00
HEALTH EXPECTATIONS,https://www.oaj.com.cn/Journal/health-expectations,1757-1693,1369-7625,Wiley,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,33,2026-05-21T07:21:51+00:00
HEMASPHERE,https://www.oaj.com.cn/Journal/hemasphere,,2572-9241,Wiley,English,USA,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,33,2026-05-21T07:21:51+00:00
GUT MICROBES,https://www.oaj.com.cn/Journal/gut-microbes,,1949-0984,Taylor & Francis,English,United Kingdom,,,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,33,2026-05-21T07:21:51+00:00
HORTICULTURAL PLANT JOURNAL,https://www.oaj.com.cn/Journal/horticultural-plant-journal,2095-9885,2468-0141,"KeAi Communications Co., Ltd.",English,China,金色OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,34,2026-05-21T07:21:51+00:00
HUMAN RESOURCES FOR HEALTH,https://www.oaj.com.cn/Journal/human-resources-for-health,,1478-4491,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,34,2026-05-21T07:21:51+00:00
HUMAN GENOMICS,https://www.oaj.com.cn/Journal/human-genomics,,1479-7364,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,34,2026-05-21T07:21:51+00:00
HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS,https://www.oaj.com.cn/Journal/humanities-social-sciences-communications,,2662-9992,Palgrave Macmillan,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,34,2026-05-21T07:21:51+00:00
IET POWER ELECTRONICS,https://www.oaj.com.cn/Journal/iet-power-electronics,1755-4535,1755-4543,Wiley,English,USA,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,34,2026-05-21T07:21:51+00:00
IET INTELLIGENT TRANSPORT SYSTEMS,https://www.oaj.com.cn/Journal/iet-intelligent-transport-systems,1751-956X,1751-9578,Wiley,English,USA,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,34,2026-05-21T07:21:51+00:00
HIGH VOLTAGE,https://www.oaj.com.cn/Journal/high-voltage,2096-9813,2397-7264,Wiley,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,34,2026-05-21T07:21:51+00:00
HUMAN BRAIN MAPPING,https://www.oaj.com.cn/Journal/human-brain-mapping,1065-9471,1097-0193,Wiley,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,34,2026-05-21T07:21:51+00:00
HUMAN MUTATION,https://www.oaj.com.cn/Journal/human-mutation,1059-7794,1098-1004,Wiley,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,34,2026-05-21T07:21:51+00:00
IATSS Research,https://www.oaj.com.cn/Journal/iatss-research,0386-1112,2210-4240,Elsevier,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,34,2026-05-21T07:21:51+00:00
INFECTIOUS DISEASES AND THERAPY,https://www.oaj.com.cn/Journal/infectious-diseases-and-therapy,2193-8229,2193-6382,Adis,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,35,2026-05-21T07:21:51+00:00
IMPLEMENTATION SCIENCE,https://www.oaj.com.cn/Journal/implementation-science,,1748-5908,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,35,2026-05-21T07:21:51+00:00
IMMUNITY & AGEING,https://www.oaj.com.cn/Journal/immunity-ageing,,1742-4933,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,35,2026-05-21T07:21:51+00:00
INFECTIOUS DISEASES OF POVERTY,https://www.oaj.com.cn/Journal/infectious-diseases-of-poverty,,2049-9957,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,35,2026-05-21T07:21:51+00:00
IMMUNOBIOLOGY,https://www.oaj.com.cn/Journal/immunobiology,,0171-2985,Elsevier,Multi-Language,Germany,Gold OA,Frontier Science Journal,4区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,35,2026-05-21T07:21:51+00:00
IET RADAR SONAR AND NAVIGATION,https://www.oaj.com.cn/Journal/iet-radar-sonar-and-navigation,1751-8784,1751-8792,Wiley,English,USA,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,35,2026-05-21T07:21:51+00:00
IET SYSTEMS BIOLOGY,https://www.oaj.com.cn/Journal/iet-systems-biology,1751-8849,1751-8857,Wiley,English,United Kingdom,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,35,2026-05-21T07:21:51+00:00
IMETA,https://www.oaj.com.cn/Journal/imeta,1740-8695,2770-596X,Wiley,English,Australia,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,35,2026-05-21T07:21:51+00:00
INFOMAT,https://www.oaj.com.cn/Journal/infomat,0380-0547,2567-3165,Wiley,English,USA,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,35,2026-05-21T07:21:51+00:00
INDOOR AIR,https://www.oaj.com.cn/Journal/indoor-air,0905-6947,1600-0668,Wiley,English,United Kingdom,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,35,2026-05-21T07:21:51+00:00
INTERDISCIPLINARY MEDICINE,https://www.oaj.com.cn/Journal/interdisciplinary-medicine,2832-6237,2832-6245,Wiley,English,Germany,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,36,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL FOR EQUITY IN HEALTH,https://www.oaj.com.cn/Journal/international-journal-for-equity-in-health,,1475-9276,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,36,2026-05-21T07:21:51+00:00
INTERNATIONAL BREASTFEEDING JOURNAL,https://www.oaj.com.cn/Journal/international-breastfeeding-journal,,1746-4358,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,36,2026-05-21T07:21:51+00:00
INSIGHTS INTO IMAGING,https://www.oaj.com.cn/Journal/insights-into-imaging,,1869-4101,Springer,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,36,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION,https://www.oaj.com.cn/Journal/international-journal-of-applied-earth-observation-and-geoinformation,1569-8432,1872-826X,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,36,2026-05-21T07:21:51+00:00
INTERNATIONAL DENTAL JOURNAL,https://www.oaj.com.cn/Journal/international-dental-journal,0020-6539,1875-595X,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,36,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL FOR PARASITOLOGY-DRUGS AND DRUG RESISTANCE,https://www.oaj.com.cn/Journal/international-journal-for-parasitology-drugs-and-drug-resistance,2211-3207,2211-3207,Elsevier,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,36,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF AGRICULTURAL SUSTAINABILITY,https://www.oaj.com.cn/Journal/international-journal-of-agricultural-sustainability,,1747-762X,Taylor & Francis,English,United Kingdom,,,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,36,2026-05-21T07:21:51+00:00
Intelligent Pharmacy,https://www.oaj.com.cn/Journal/intelligent-pharmacy,,2949-866X,"KeAi Communications Co., Ltd.",English,China,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,36,2026-05-21T07:21:51+00:00
Intelligent Oncology,https://www.oaj.com.cn/Journal/intelligent-oncology,2097-7131,2950-2616,"KeAi Communications Co., Ltd.",English,China,Gold OA,Sound Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,36,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF CONCRETE STRUCTURES AND MATERIALS,https://www.oaj.com.cn/Journal/international-journal-of-concrete-structures-and-materials,,2234-1315,Springer,English,USA,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,37,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF DISASTER RISK SCIENCE,https://www.oaj.com.cn/Journal/international-journal-of-disaster-risk-science,,2192-6395,"Beijing Normal University Press, co-published with Springer",English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,37,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF BEHAVIORAL NUTRITION AND PHYSICAL ACTIVITY,https://www.oaj.com.cn/Journal/international-journal-of-behavioral-nutrition-and-physical-activity,,1479-5868,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,37,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF EDUCATIONAL TECHNOLOGY IN HIGHER EDUCATION,https://www.oaj.com.cn/Journal/international-journal-of-educational-technology-in-higher-education,,2365-9440,Springer,English,USA,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,37,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF BIPOLAR DISORDERS,https://www.oaj.com.cn/Journal/international-journal-of-bipolar-disorders,,2194-7511,Springer,English,USA,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,37,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS,https://www.oaj.com.cn/Journal/international-journal-of-electrical-power-energy-systems,0142-0615,1879-3517,Elsevier,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,37,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF CLINICAL AND HEALTH PSYCHOLOGY,https://www.oaj.com.cn/Journal/international-journal-of-clinical-and-health-psychology,1697-2600,1576-7329,Elsevier,Multi-Language,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,37,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF DIGITAL EARTH,https://www.oaj.com.cn/Journal/international-journal-of-digital-earth,,1753-8955,Taylor & Francis,English,United Kingdom,,,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,37,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF BIOPRINTING,https://www.oaj.com.cn/Journal/international-journal-of-bioprinting,,2424-8002,AccScience Publishing,English,Singapore,,,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,37,2026-05-21T07:21:51+00:00
International Journal of Coal Science & Technology,https://www.oaj.com.cn/Journal/international-journal-of-coal-science-technology,2095-8293,2198-7823,Springer Nature Singapore,English,Singapore,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,37,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF MENTAL HEALTH SYSTEMS,https://www.oaj.com.cn/Journal/international-journal-of-mental-health-systems,,1752-4458,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,38,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF IMPLANT DENTISTRY,https://www.oaj.com.cn/Journal/international-journal-of-implant-dentistry,,2198-4034,Springer,English,Japan,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,38,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF ORAL SCIENCE,https://www.oaj.com.cn/Journal/international-journal-of-oral-science,,2049-3169,Springer Nature,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,38,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY,https://www.oaj.com.cn/Journal/international-journal-of-medical-microbiology,1438-4221,1618-0607,Elsevier,English,Germany,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,38,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF MINING SCIENCE AND TECHNOLOGY,https://www.oaj.com.cn/Journal/international-journal-of-mining-science-and-technology,2095-2686,2212-6066,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,38,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,https://www.oaj.com.cn/Journal/international-journal-of-infectious-diseases,1201-9712,1878-3511,Elsevier,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,38,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF ENERGY RESEARCH,https://www.oaj.com.cn/Journal/international-journal-of-energy-research,0363-907X,1099-114X,Wiley,English,United Kingdom,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,38,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,https://www.oaj.com.cn/Journal/international-journal-of-intelligent-systems,0884-8173,1098-111X,Wiley,English,USA,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,38,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF OPTOMECHATRONICS,https://www.oaj.com.cn/Journal/international-journal-of-optomechatronics,,1559-9620,Taylor & Francis,English,United Kingdom,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,38,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF FRUIT SCIENCE,https://www.oaj.com.cn/Journal/international-journal-of-fruit-science,,1553-8621,Taylor & Francis,English,United Kingdom,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,38,2026-05-21T07:21:51+00:00
INTERNATIONAL SOIL AND WATER CONSERVATION RESEARCH,https://www.oaj.com.cn/Journal/international-soil-and-water-conservation-research,2095-6339,2589-059X,"KeAi Communications Co., Ltd.",English,China,金色OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,39,2026-05-21T07:21:51+00:00
INTERNATIONAL JOURNAL OF SEDIMENT RESEARCH,https://www.oaj.com.cn/Journal/international-journal-of-sediment-research,2589-7284,1001-6279,"KeAi Communications Co., Ltd.",English,China,金色OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,39,2026-05-21T07:21:51+00:00
