title,issn,eissn,year,jif,jif_without_self_cites,source_url
SEMIN IMMUNOL,1044-5323,1096-3618,2024,7.800,7.700,https://journalsimpactfactors.com/journal.php?id=912
HARVARD BUS REV,0017-8012,0017-8012,2024,7.800,7.800,https://journalsimpactfactors.com/journal.php?id=913
ANN NEUROL,0364-5134,1531-8249,2024,7.700,7.500,https://journalsimpactfactors.com/journal.php?id=914
THORAX,0040-6376,1468-3296,2024,7.700,7.500,https://journalsimpactfactors.com/journal.php?id=915
JACC-CLIN ELECTROPHY,2405-500X,2405-5018,2024,7.700,7.000,https://journalsimpactfactors.com/journal.php?id=917
ENVIRON RES,0013-9351,1096-0953,2024,7.700,7.300,https://journalsimpactfactors.com/journal.php?id=918
BRIEF BIOINFORM,1467-5463,1477-4054,2024,7.700,7.000,https://journalsimpactfactors.com/journal.php?id=919
BRIT J PHARMACOL,0007-1188,1476-5381,2024,7.700,5.900,https://journalsimpactfactors.com/journal.php?id=920
INT J SUST DEV WORLD,1350-4509,1745-2627,2024,7.700,7.500,https://journalsimpactfactors.com/journal.php?id=922
MOL SYST BIOL,1744-4292,1744-4292,2024,7.700,7.500,https://journalsimpactfactors.com/journal.php?id=923
TRANSPORT RES D-TR E,1361-9209,1879-2340,2024,7.700,6.700,https://journalsimpactfactors.com/journal.php?id=924
GENE DEV,0890-9369,1549-5477,2024,7.700,7.600,https://journalsimpactfactors.com/journal.php?id=925
CELL SYST,2405-4712,2405-4720,2024,7.700,7.500,https://journalsimpactfactors.com/journal.php?id=926
NEOPLASIA,1476-5586,1476-5586,2024,7.700,7.700,https://journalsimpactfactors.com/journal.php?id=927
CLIN SCI,0143-5221,1470-8736,2024,7.700,7.500,https://journalsimpactfactors.com/journal.php?id=929
COMPOS COMMUN,2452-2139,2452-2139,2024,7.700,6.300,https://journalsimpactfactors.com/journal.php?id=930
FUEL PROCESS TECHNOL,0378-3820,1873-7188,2024,7.700,7.600,https://journalsimpactfactors.com/journal.php?id=932
PUBL ASTRON SOC PAC,0004-6280,1538-3873,2024,7.700,7.400,https://journalsimpactfactors.com/journal.php?id=933
J HAZARD MATER ADV,2772-4166,2772-4166,2024,7.700,7.600,https://journalsimpactfactors.com/journal.php?id=934
CRIT REV BIOTECHNOL,0738-8551,1549-7801,2024,7.700,7.600,https://journalsimpactfactors.com/journal.php?id=935
FRONT ENG MANAG,2095-7513,2096-0255,2024,7.700,7.300,https://journalsimpactfactors.com/journal.php?id=936
LANCET REG HEALTH-AM,2667-193X,2667-193X,2024,7.600,7.500,https://journalsimpactfactors.com/journal.php?id=939
CHINA FINANC REV INT,2044-1398,2044-1401,2024,7.600,7.200,https://journalsimpactfactors.com/journal.php?id=940
EUR J NUCL MED MOL I,1619-7070,1619-7089,2024,7.600,6.800,https://journalsimpactfactors.com/journal.php?id=941
ORGAN RES METHODS,1094-4281,1552-7425,2024,7.600,7.400,https://journalsimpactfactors.com/journal.php?id=943
BRIT J PSYCHIAT,0007-1250,1472-1465,2024,7.600,7.400,https://journalsimpactfactors.com/journal.php?id=944
BRAIN BEHAV IMMUN,0889-1591,1090-2139,2024,7.600,7.100,https://journalsimpactfactors.com/journal.php?id=945
BIOSCIENCE,0006-3568,1525-3244,2024,7.600,7.400,https://journalsimpactfactors.com/journal.php?id=946
MOVEMENT DISORD,0885-3185,1531-8257,2024,7.600,6.900,https://journalsimpactfactors.com/journal.php?id=947
AM J GASTROENTEROL,0002-9270,1572-0241,2024,7.600,7.300,https://journalsimpactfactors.com/journal.php?id=948
FRONT ECOL ENVIRON,1540-9295,1540-9309,2024,7.600,7.500,https://journalsimpactfactors.com/journal.php?id=949
PHYTOCHEM REV,1568-7767,1572-980X,2024,7.600,7.500,https://journalsimpactfactors.com/journal.php?id=950
PATTERN RECOGN,0031-3203,1873-5142,2024,7.600,6.100,https://journalsimpactfactors.com/journal.php?id=951
BMJ EVID-BASED MED,2515-446X,2515-4478,2024,7.600,7.100,https://journalsimpactfactors.com/journal.php?id=952
FOOD ENG REV,1866-7910,1866-7929,2024,7.600,7.500,https://journalsimpactfactors.com/journal.php?id=954
SCI CHINA INFORM SCI,1674-733X,1869-1919,2024,7.600,6.800,https://journalsimpactfactors.com/journal.php?id=955
INTERNET THINGS-NETH,2543-1536,2542-6605,2024,7.600,7.000,https://journalsimpactfactors.com/journal.php?id=956
INT J CONSUM STUD,1470-6423,1470-6431,2024,7.600,6.300,https://journalsimpactfactors.com/journal.php?id=957
ENERG CONVERS MAN-X,2590-1745,2590-1745,2024,7.600,6.500,https://journalsimpactfactors.com/journal.php?id=958
KNOWL-BASED SYST,0950-7051,1872-7409,2024,7.600,6.700,https://journalsimpactfactors.com/journal.php?id=959
MUCOSAL IMMUNOL,1933-0219,1935-3456,2024,7.600,7.500,https://journalsimpactfactors.com/journal.php?id=960
SENSOR ACTUATOR REP,2666-0539,2666-0539,2024,7.600,7.500,https://journalsimpactfactors.com/journal.php?id=961
BIO-DES MANUF,2096-5524,2522-8552,2024,7.600,7.200,https://journalsimpactfactors.com/journal.php?id=962
PROG CARDIOVASC DIS,0033-0620,1873-1740,2024,7.600,6.500,https://journalsimpactfactors.com/journal.php?id=963
PROG PHOTOVOLTAICS,1062-7995,1099-159X,2024,7.600,7.200,https://journalsimpactfactors.com/journal.php?id=964
BUILD ENVIRON,0360-1323,1873-684X,2024,7.600,6.100,https://journalsimpactfactors.com/journal.php?id=965
GREEN CHEM ENG,2096-9147,2666-9528,2024,7.600,7.400,https://journalsimpactfactors.com/journal.php?id=966
ANIM NUTR,2405-6383,2405-6545,2024,7.500,7.200,https://journalsimpactfactors.com/journal.php?id=968
J NEUROL NEUROSUR PS,0022-3050,1468-330X,2024,7.500,7.400,https://journalsimpactfactors.com/journal.php?id=969
NEUROL-NEUROIMMUNOL,2332-7812,2332-7812,2024,7.500,7.100,https://journalsimpactfactors.com/journal.php?id=970
IEEE T DEPEND SECURE,1545-5971,1941-0018,2024,7.500,7.100,https://journalsimpactfactors.com/journal.php?id=971
INT J ROCK MECH MIN,1365-1609,1873-4545,2024,7.500,7.000,https://journalsimpactfactors.com/journal.php?id=972
EUR J PREV CARDIOL,2047-4873,2047-4881,2024,7.500,6.800,https://journalsimpactfactors.com/journal.php?id=974
ECOL MONOGR,0012-9615,1557-7015,2024,7.500,7.400,https://journalsimpactfactors.com/journal.php?id=975
SCI CHINA PHYS MECH,1674-7348,1869-1927,2024,7.500,6.800,https://journalsimpactfactors.com/journal.php?id=977
ANNU REV ANAL CHEM,1936-1327,1936-1335,2024,7.500,7.500,https://journalsimpactfactors.com/journal.php?id=978
DIGIT COMMUN NETW,2468-5925,2352-8648,2024,7.500,7.300,https://journalsimpactfactors.com/journal.php?id=979
INT J PROJ MANAG,0263-7863,1873-4634,2024,7.500,5.800,https://journalsimpactfactors.com/journal.php?id=980
IND MARKET MANAG,0019-8501,1873-2062,2024,7.500,6.400,https://journalsimpactfactors.com/journal.php?id=981
BIOMED PHARMACOTHER,0753-3322,1950-6007,2024,7.500,7.300,https://journalsimpactfactors.com/journal.php?id=983
GASTROINTEST ENDOSC,0016-5107,1097-6779,2024,7.500,6.700,https://journalsimpactfactors.com/journal.php?id=984
CURR BIOL,0960-9822,1879-0445,2024,7.500,7.300,https://journalsimpactfactors.com/journal.php?id=985
DIABETES,0012-1797,1939-327X,2024,7.500,7.300,https://journalsimpactfactors.com/journal.php?id=986
EXPERT SYST APPL,0957-4174,1873-6793,2024,7.500,6.800,https://journalsimpactfactors.com/journal.php?id=987
ARCH PHARM RES,0253-6269,1976-3786,2024,7.500,7.100,https://journalsimpactfactors.com/journal.php?id=988
INT J RES MARK,0167-8116,1873-8001,2024,7.500,7.300,https://journalsimpactfactors.com/journal.php?id=989
J MATER PROCESS TECH,0924-0136,1873-4774,2024,7.500,7.000,https://journalsimpactfactors.com/journal.php?id=990
FUEL,0016-2361,1873-7153,2024,7.500,6.700,https://journalsimpactfactors.com/journal.php?id=992
DRUG DISCOV TODAY,1359-6446,1878-5832,2024,7.500,7.400,https://journalsimpactfactors.com/journal.php?id=993
CARBON RES CONVERS,2588-9133,2588-9133,2024,7.500,6.900,https://journalsimpactfactors.com/journal.php?id=994
CURR OPIN PLANT BIOL,1369-5266,1879-0356,2024,7.500,7.300,https://journalsimpactfactors.com/journal.php?id=995
CURR OPIN MICROBIOL,1369-5274,1879-0364,2024,7.500,7.100,https://journalsimpactfactors.com/journal.php?id=996
CHEM REC,1527-8999,1528-0691,2024,7.500,7.300,https://journalsimpactfactors.com/journal.php?id=997
REV EDUC RES,0034-6543,1935-1046,2024,7.400,7.300,https://journalsimpactfactors.com/journal.php?id=998
INT J MANAG EDUC-OXF,1472-8117,2352-3565,2024,7.400,5.600,https://journalsimpactfactors.com/journal.php?id=999
J DESTIN MARK MANAGE,2212-571X,2212-5752,2024,7.400,6.700,https://journalsimpactfactors.com/journal.php?id=1000
INFORM PROCESS AGR,2214-3173,2214-3173,2024,7.400,7.100,https://journalsimpactfactors.com/journal.php?id=1001
J BUS LOGIST,0735-3766,2158-1592,2024,7.400,6.000,https://journalsimpactfactors.com/journal.php?id=1002
EUROPACE,1099-5129,1532-2092,2024,7.400,6.000,https://journalsimpactfactors.com/journal.php?id=1003
SERV IND J,0264-2069,1743-9507,2024,7.400,6.300,https://journalsimpactfactors.com/journal.php?id=1005
ARTERIOSCL THROM VAS,1079-5642,1524-4636,2024,7.400,7.100,https://journalsimpactfactors.com/journal.php?id=1006
CELL MOL GASTROENTER,2352-345X,2352-345X,2024,7.400,7.200,https://journalsimpactfactors.com/journal.php?id=1007
INT J OPER PROD MAN,0144-3577,1758-6593,2024,7.400,6.300,https://journalsimpactfactors.com/journal.php?id=1008
ECOL INDIC,1470-160X,1872-7034,2024,7.400,6.600,https://journalsimpactfactors.com/journal.php?id=1009
CIRC-CARDIOVASC INTE,1941-7640,1941-7632,2024,7.400,7.200,https://journalsimpactfactors.com/journal.php?id=1010
CNS DRUGS,1172-7047,1179-1934,2024,7.400,7.200,https://journalsimpactfactors.com/journal.php?id=1011
CLIN NUTR,0261-5614,1532-1983,2024,7.400,7.000,https://journalsimpactfactors.com/journal.php?id=1012
TUNN UNDERGR SP TECH,0886-7798,1878-4364,2024,7.400,6.100,https://journalsimpactfactors.com/journal.php?id=1013
DIABETES RES CLIN PR,0168-8227,1872-8227,2024,7.400,7.200,https://journalsimpactfactors.com/journal.php?id=1014
POLYM DEGRAD STABIL,0141-3910,1873-2321,2024,7.400,6.600,https://journalsimpactfactors.com/journal.php?id=1016
ENERGY RES SOC SCI,2214-6296,2214-6326,2024,7.400,6.000,https://journalsimpactfactors.com/journal.php?id=1017
PATTERNS,2666-3899,2666-3899,2024,7.400,7.300,https://journalsimpactfactors.com/journal.php?id=1018
OBES REV,1467-7881,1467-789X,2024,7.400,7.200,https://journalsimpactfactors.com/journal.php?id=1019
CHEM SCI,2041-6520,2041-6539,2024,7.400,7.000,https://journalsimpactfactors.com/journal.php?id=1020
J TRANSL INTERN MED,2450-131X,2224-4018,2024,7.400,7.100,https://journalsimpactfactors.com/journal.php?id=1021
AMYLOID,1350-6129,1744-2818,2024,7.400,6.800,https://journalsimpactfactors.com/journal.php?id=1022
REDOX REP,1351-0002,1743-2928,2024,7.400,7.300,https://journalsimpactfactors.com/journal.php?id=1023
SCI CHINA MATER,2095-8226,2199-4501,2024,7.400,6.900,https://journalsimpactfactors.com/journal.php?id=1024
SPACE SCI REV,0038-6308,1572-9672,2024,7.400,6.800,https://journalsimpactfactors.com/journal.php?id=1025
J INTELL MANUF,0956-5515,1572-8145,2024,7.400,6.400,https://journalsimpactfactors.com/journal.php?id=1026
FUZZY OPTIM DECIS MA,1568-4539,1573-2908,2024,7.400,6.100,https://journalsimpactfactors.com/journal.php?id=1027
RIV NUOVO CIMENTO,0393-697X,1826-9850,2024,7.400,7.400,https://journalsimpactfactors.com/journal.php?id=1029
PERSOONIA,0031-5850,N/A,2024,7.300,7.300,https://journalsimpactfactors.com/journal.php?id=1030
COMPUT METHOD APPL M,0045-7825,1879-2138,2024,7.300,6.100,https://journalsimpactfactors.com/journal.php?id=1031
BOTTOM LINE,0888-045X,2054-1724,2024,7.300,4.500,https://journalsimpactfactors.com/journal.php?id=1032
CLIN INFECT DIS,1058-4838,1537-6591,2024,7.300,7.000,https://journalsimpactfactors.com/journal.php?id=1033
ECOL INFORM,1574-9541,1878-0512,2024,7.300,5.600,https://journalsimpactfactors.com/journal.php?id=1034
EUR MANAG J,0263-2373,1873-5681,2024,7.300,7.100,https://journalsimpactfactors.com/journal.php?id=1035
MABS-AUSTIN,1942-0862,1942-0870,2024,7.300,6.600,https://journalsimpactfactors.com/journal.php?id=1036
INT SOIL WATER CONSE,2095-6339,2589-059X,2024,7.300,7.100,https://journalsimpactfactors.com/journal.php?id=1037
INT J PHYS DISTR LOG,0960-0035,1758-664X,2024,7.300,6.500,https://journalsimpactfactors.com/journal.php?id=1038
ONCOGENE,0950-9232,1476-5594,2024,7.300,7.200,https://journalsimpactfactors.com/journal.php?id=1039
IEEE-ASME T MECH,1083-4435,1941-014X,2024,7.300,6.300,https://journalsimpactfactors.com/journal.php?id=1040
NEW TECH WORK EMPLOY,0268-1072,1468-005X,2024,7.300,6.300,https://journalsimpactfactors.com/journal.php?id=1041
ENVIRON POLLUT,0269-7491,1873-6424,2024,7.300,6.900,https://journalsimpactfactors.com/journal.php?id=1042
CALIF MANAGE REV,0008-1256,2162-8564,2024,7.300,6.800,https://journalsimpactfactors.com/journal.php?id=1043
PEDOSPHERE,1002-0160,2210-5107,2024,7.300,7.200,https://journalsimpactfactors.com/journal.php?id=1044
CHINESE MED J-PEKING,0366-6999,2542-5641,2024,7.300,7.000,https://journalsimpactfactors.com/journal.php?id=1046
ACS SUSTAIN CHEM ENG,2168-0485,2168-0485,2024,7.300,6.900,https://journalsimpactfactors.com/journal.php?id=1048
INT J PROD RES,0020-7543,1366-588X,2024,7.300,6.000,https://journalsimpactfactors.com/journal.php?id=1049
PROG ORG COAT,0300-9440,1873-331X,2024,7.300,6.400,https://journalsimpactfactors.com/journal.php?id=1050
CAAI T INTELL TECHNO,2468-6557,2468-2322,2024,7.300,7.000,https://journalsimpactfactors.com/journal.php?id=1051
ORGAN ENVIRON,1086-0266,1552-7417,2024,7.300,6.600,https://journalsimpactfactors.com/journal.php?id=1052
PULSE,2235-8676,2235-8668,2024,7.300,6.400,https://journalsimpactfactors.com/journal.php?id=1053
AM PSYCHOL,0003-066X,1935-990X,2024,7.200,7.000,https://journalsimpactfactors.com/journal.php?id=1054
CURR FOR REP,2198-6436,2198-6436,2024,7.200,7.100,https://journalsimpactfactors.com/journal.php?id=1055
PHOTONICS RES,2327-9125,2327-9125,2024,7.200,6.900,https://journalsimpactfactors.com/journal.php?id=1057
JACC-BASIC TRANSL SC,2452-302X,2452-302X,2024,7.200,7.100,https://journalsimpactfactors.com/journal.php?id=1058
JNCI-J NATL CANCER I,0027-8874,1460-2105,2024,7.200,7.000,https://journalsimpactfactors.com/journal.php?id=1059
IEEE T IND ELECTRON,0278-0046,1557-9948,2024,7.200,6.200,https://journalsimpactfactors.com/journal.php?id=1060
EARTH SYST DYNAM,2190-4979,2190-4987,2024,7.200,6.900,https://journalsimpactfactors.com/journal.php?id=1061
PLOS BIOL,1544-9173,1545-7885,2024,7.200,7.000,https://journalsimpactfactors.com/journal.php?id=1062
IEEE T POWER SYST,0885-8950,1558-0679,2024,7.200,6.400,https://journalsimpactfactors.com/journal.php?id=1063
ADV OPT MATER,2195-1071,2195-1071,2024,7.200,6.800,https://journalsimpactfactors.com/journal.php?id=1064
OMEGA-INT J MANAGE S,0305-0483,1873-5274,2024,7.200,6.100,https://journalsimpactfactors.com/journal.php?id=1065
INT J MIN MET MATER,1674-4799,1869-103X,2024,7.200,6.100,https://journalsimpactfactors.com/journal.php?id=1066
CELL CHEM BIOL,2451-9456,2451-9448,2024,7.200,7.000,https://journalsimpactfactors.com/journal.php?id=1067
STRATEGIC MANAGE J,0143-2095,1097-0266,2024,7.200,6.600,https://journalsimpactfactors.com/journal.php?id=1068
IEEE VEH TECHNOL MAG,1556-6072,1556-6080,2024,7.200,7.100,https://journalsimpactfactors.com/journal.php?id=1069
SUSTAIN ACCOUNT MANA,2040-8021,2040-803X,2024,7.200,6.400,https://journalsimpactfactors.com/journal.php?id=1070
J RARE EARTH,1002-0721,1002-0721,2024,7.200,6.300,https://journalsimpactfactors.com/journal.php?id=1073
J ENVIRON CHEM ENG,2213-2929,2213-3437,2024,7.200,6.600,https://journalsimpactfactors.com/journal.php?id=1074
PROG SURF SCI,0079-6816,1878-4240,2024,7.200,6.700,https://journalsimpactfactors.com/journal.php?id=1075
INT J NURS STUD,0020-7489,1873-491X,2024,7.100,6.800,https://journalsimpactfactors.com/journal.php?id=1077
ECONOMETRICA,0012-9682,1468-0262,2024,7.100,7.000,https://journalsimpactfactors.com/journal.php?id=1078
CLIN J AM SOC NEPHRO,1555-9041,1555-905X,2024,7.100,6.800,https://journalsimpactfactors.com/journal.php?id=1079
INT J FORECASTING,0169-2070,1872-8200,2024,7.100,6.700,https://journalsimpactfactors.com/journal.php?id=1080
BORSA ISTANB REV,2214-8450,2214-8469,2024,7.100,6.700,https://journalsimpactfactors.com/journal.php?id=1081
INT ENDOD J,0143-2885,1365-2591,2024,7.100,6.300,https://journalsimpactfactors.com/journal.php?id=1082
J ROY SOC MED,0141-0768,1758-1095,2024,7.100,6.700,https://journalsimpactfactors.com/journal.php?id=1083
BLOOD ADV,2473-9529,2473-9537,2024,7.100,6.800,https://journalsimpactfactors.com/journal.php?id=1085
NEUROPSYCHOPHARMACOL,0893-133X,1740-634X,2024,7.100,6.900,https://journalsimpactfactors.com/journal.php?id=1086
DTSCH ARZTEBL INT,1866-0452,1866-0452,2024,7.100,6.700,https://journalsimpactfactors.com/journal.php?id=1087
EUR J CANCER,0959-8049,1879-0852,2024,7.100,6.900,https://journalsimpactfactors.com/journal.php?id=1088
AGING CELL,1474-9718,1474-9726,2024,7.100,6.800,https://journalsimpactfactors.com/journal.php?id=1089
IEEE T VEH TECHNOL,0018-9545,1939-9359,2024,7.100,6.400,https://journalsimpactfactors.com/journal.php?id=1090
ORGAN PSYCHOL REV,2041-3866,2041-3874,2024,7.100,6.700,https://journalsimpactfactors.com/journal.php?id=1091
AGE AGEING,0002-0729,1468-2834,2024,7.100,6.700,https://journalsimpactfactors.com/journal.php?id=1092
COMPOS STRUCT,0263-8223,1879-1085,2024,7.100,6.500,https://journalsimpactfactors.com/journal.php?id=1093
SURV GEOPHYS,0169-3298,1573-0956,2024,7.100,6.800,https://journalsimpactfactors.com/journal.php?id=1094
ENVIRON TECHNOL INNO,2352-1864,2352-1864,2024,7.100,6.900,https://journalsimpactfactors.com/journal.php?id=1095
ENERG BUILDINGS,0378-7788,1872-6178,2024,7.100,6.100,https://journalsimpactfactors.com/journal.php?id=1096
J GENET GENOMICS,1673-8527,1873-5533,2024,7.100,6.700,https://journalsimpactfactors.com/journal.php?id=1097
WASTE MANAGE,0956-053X,1879-2456,2024,7.100,6.700,https://journalsimpactfactors.com/journal.php?id=1098
INT J GEO-ENG,2092-9196,2198-2783,2024,7.100,6.600,https://journalsimpactfactors.com/journal.php?id=1099
CHIP-PRC,2709-4723,2772-2724,2024,7.100,6.800,https://journalsimpactfactors.com/journal.php?id=1100
IEEE ROBOT AUTOM MAG,1070-9932,1558-223X,2024,7.100,7.000,https://journalsimpactfactors.com/journal.php?id=1101
PROG NAT SCI-MATER,1002-0071,1745-5391,2024,7.100,6.200,https://journalsimpactfactors.com/journal.php?id=1102
ACTA ECOL SINICA,1872-2032,1872-2032,2024,7.100,7.100,https://journalsimpactfactors.com/journal.php?id=1103
CHEM ENG J ADV,2666-8211,2666-8211,2024,7.100,7.100,https://journalsimpactfactors.com/journal.php?id=1104
FERTIL STERIL,0015-0282,1556-5653,2024,7.000,6.500,https://journalsimpactfactors.com/journal.php?id=1105
J TRAVEL RES,0047-2875,1552-6763,2024,7.000,6.100,https://journalsimpactfactors.com/journal.php?id=1106
J ADVERTISING,0091-3367,1557-7805,2024,7.000,6.400,https://journalsimpactfactors.com/journal.php?id=1107
INF TECHNOL TOUR,1098-3058,1943-4294,2024,7.000,6.600,https://journalsimpactfactors.com/journal.php?id=1108
J ENVIRON PSYCHOL,0272-4944,1522-9610,2024,7.000,6.200,https://journalsimpactfactors.com/journal.php?id=1109
CIRC-CARDIOVASC IMAG,1941-9651,1942-0080,2024,7.000,6.800,https://journalsimpactfactors.com/journal.php?id=1110
IEEE T COGN COMMUN,2332-7731,2332-7731,2024,7.000,6.600,https://journalsimpactfactors.com/journal.php?id=1111
J CHILD PSYCHOL PSYC,0021-9630,1469-7610,2024,7.000,6.600,https://journalsimpactfactors.com/journal.php?id=1112
HABITAT INT,0197-3975,1873-5428,2024,7.000,6.100,https://journalsimpactfactors.com/journal.php?id=1113
J AUTOIMMUN,0896-8411,1095-9157,2024,7.000,6.900,https://journalsimpactfactors.com/journal.php?id=1114
